ID;COTIS
300001;307.820536404
300002;227.347371759
300003;269.762534291
300004;327.040560951
300005;305.621997478
300006;390.814529573
300007;399.123406072
300008;178.543706323
300009;581.162516209
300010;504.608906378
300011;309.314341993
300012;367.397446056
300013;254.867161693
300014;201.034093239
300015;424.679079287
300016;183.427208907
300017;292.420260567
300018;539.277051856
300019;305.761808502
300020;393.122089643
300021;225.457124445
300022;414.74641035
300023;447.576082181
300024;363.42139361
300025;311.416640197
300026;236.154030419
300027;292.850463536
300028;384.060181447
300029;259.152127158
300030;252.658565225
300031;400.336971064
300032;403.057001533
300033;272.149102497
300034;401.566309788
300035;349.084696826
300036;307.779904245
300037;195.961928914
300038;290.034026974
300039;277.150551287
300040;206.897415458
300041;321.181044161
300042;513.234374099
300043;280.588461741
300044;477.296446928
300045;239.687096542
300046;307.684261202
300047;273.133920542
300048;231.567944527
300049;369.815009856
300050;253.08592799
300051;312.723470072
300052;265.73844236
300053;354.880905345
300054;361.743619419
300055;340.903194583
300056;369.694208481
300057;293.357394056
300058;455.232189058
300059;282.852003545
300060;249.654303032
300061;382.313949431
300062;202.662754446
300063;184.521615144
300064;300.146208507
300065;305.320314428
300066;212.917287597
300067;422.666710091
300068;368.617453306
300069;462.911406654
300070;294.430896774
300071;222.536435293
300072;367.389879115
300073;297.598958375
300074;502.492841894
300075;403.93569674
300076;338.827376527
300077;344.327108926
300078;349.246426536
300079;319.85858752
300080;249.780734655
300081;214.638128765
300082;293.119001044
300083;278.427489185
300084;336.842473528
300085;228.61206508
300086;227.381029827
300087;300.115482104
300088;311.36863656
300089;353.413191214
300090;241.127594622
300091;404.259304765
300092;213.380823523
300093;199.213510587
300094;338.841728228
300095;218.806057802
300096;414.879231182
300097;221.590506003
300098;511.53091566
300099;379.271918381
300100;288.321413225
300101;298.853040573
300102;295.855446628
300103;536.152187559
300104;292.790925885
300105;280.455844133
300106;260.610996243
300107;331.160759285
300108;312.143234603
300109;294.019528957
300110;532.584811501
300111;490.035094514
300112;301.308708943
300113;361.331031637
300114;320.702111238
300115;372.178622528
300116;274.162455555
300117;266.055958522
300118;619.127525698
300119;250.098278303
300120;243.513387325
300121;220.303513328
300122;469.720024853
300123;256.058080076
300124;502.369245876
300125;297.166700721
300126;311.125256871
300127;479.026975558
300128;299.217928988
300129;178.09280955
300130;291.696932625
300131;291.244052965
300132;283.863563338
300133;148.561975332
300134;337.667886005
300135;290.571960525
300136;254.253174734
300137;190.601078216
300138;272.069527879
300139;293.713267012
300140;275.772130359
300141;478.204305065
300142;272.781721525
300143;265.104542835
300144;306.221109396
300145;334.589631565
300146;398.855721191
300147;215.019087689
300148;381.106111178
300149;392.294996595
300150;182.448846733
300151;455.559384447
300152;322.677506477
300153;398.039228326
300154;328.738517495
300155;314.796627927
300156;285.105826497
300157;370.610759814
300158;178.97817209
300159;366.129278816
300160;210.256001865
300161;297.603602999
300162;276.78055501
300163;339.622465812
300164;378.60251307
300165;390.763020747
300166;203.475724988
300167;252.369801419
300168;292.729641064
300169;275.486576347
300170;215.774968468
300171;258.303032775
300172;357.041880157
300173;303.223693214
300174;179.540308645
300175;303.322958383
300176;429.178134063
300177;532.634425643
300178;319.005870036
300179;160.337079555
300180;237.233380501
300181;235.144924886
300182;266.803089451
300183;238.569495322
300184;177.38668546
300185;270.938723477
300186;261.353838912
300187;173.636357282
300188;253.958571085
300189;410.907094438
300190;251.617296127
300191;333.690952879
300192;359.008296375
300193;368.113763735
300194;290.951292153
300195;251.44007795
300196;340.95945084
300197;388.450691874
300198;229.355474106
300199;223.81017556
300200;477.290605832
300201;516.205655221
300202;399.729846713
300203;364.816920425
300204;285.202840114
